report_section,figure_slice,model_family,model_name,dataset,thinking_mode,evaluation_mode,history_mode,dummy_type,provenance_label,pool_label,k,status,required_for_figure,run_id,num_items,accuracy,format_failure_rate,delta_vs_single_turn_k0,result_json_path,note
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T170227Z-e11c886f,448,0.27232142857142855,0.002232142857142857,0.16741071428571425,results/runs/mistral7b_gpqa_stored_cross_domain_incorrect_thinking_off_k2__e11c886f78114688/run-20260318T170227Z-e11c886f.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T170239Z-7777f1cc,448,0.28125,0.006696428571428571,0.1763392857142857,results/runs/mistral7b_gpqa_stored_cross_domain_incorrect_thinking_off_k4__7777f1cc4d3c2da3/run-20260318T170239Z-7777f1cc.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T170207Z-6593093b,448,0.2611607142857143,0.006696428571428571,0.15625,results/runs/mistral7b_gpqa_stored_cross_domain_incorrect_thinking_off_k8__6593093b496e4972/run-20260318T170207Z-6593093b.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T165853Z-bc547255,448,0.27232142857142855,0.002232142857142857,0.16741071428571425,results/runs/mistral7b_gpqa_stored_cross_domain_incorrect_thinking_off_k16__bc547255aa283269/run-20260318T165853Z-bc547255.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T171354Z-9e7da877,1319,0.06823351023502654,0.0,0.05079605761940864,results/runs/mistral7b_gsm8k_stored_cross_domain_correct_thinking_off_k2__9e7da87786729ace/run-20260318T171354Z-9e7da877.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T171635Z-f7b22503,1319,0.0758150113722517,0.0,0.05837755875663381,results/runs/mistral7b_gsm8k_stored_cross_domain_correct_thinking_off_k4__f7b22503ffe4dc55/run-20260318T171635Z-f7b22503.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T172051Z-3bc40847,1319,0.07354056103108415,0.0,0.05610310841546626,results/runs/mistral7b_gsm8k_stored_cross_domain_correct_thinking_off_k8__3bc408474e3a4705/run-20260318T172051Z-3bc40847.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T172814Z-3b77b4d6,1319,0.0712661106899166,0.0,0.05382865807429871,results/runs/mistral7b_gsm8k_stored_cross_domain_correct_thinking_off_k16__3b77b4d6b840fac8/run-20260318T172814Z-3b77b4d6.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T171459Z-a648c06f,1319,0.05913570887035633,0.0,0.04169825625473844,results/runs/mistral7b_gsm8k_stored_cross_domain_incorrect_thinking_off_k2__a648c06fd2ea4160/run-20260318T171459Z-a648c06f.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T171715Z-ffadd077,1319,0.06141015921152388,0.0,0.04397270659590599,results/runs/mistral7b_gsm8k_stored_cross_domain_incorrect_thinking_off_k4__ffadd07702b9e6ae/run-20260318T171715Z-ffadd077.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T172504Z-d7b95a92,1319,0.0758150113722517,0.0,0.05837755875663381,results/runs/mistral7b_gsm8k_stored_cross_domain_incorrect_thinking_off_k8__d7b95a925511a0ef/run-20260318T172504Z-d7b95a92.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T172803Z-63013238,1319,0.07050796057619409,0.0,0.05307050796057619,results/runs/mistral7b_gsm8k_stored_cross_domain_incorrect_thinking_off_k16__63013238a770b63e/run-20260318T172803Z-63013238.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T164254Z-78eac3bd,30,0.0,0.0,0.0,results/runs/mistral7b_aime_stored_cross_domain_correct_thinking_off_k2__78eac3bd39677e88/run-20260318T164254Z-78eac3bd.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T164425Z-77ccb8ef,30,0.0,0.0,0.0,results/runs/mistral7b_aime_stored_cross_domain_correct_thinking_off_k4__77ccb8ef376b94b7/run-20260318T164425Z-77ccb8ef.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T164605Z-5148c7ce,30,0.0,0.0,0.0,results/runs/mistral7b_aime_stored_cross_domain_correct_thinking_off_k8__5148c7ce30f4a6a1/run-20260318T164605Z-5148c7ce.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T164137Z-cb33bace,30,0.0,0.0,0.0,results/runs/mistral7b_aime_stored_cross_domain_correct_thinking_off_k16__cb33bacea21dc0d7/run-20260318T164137Z-cb33bace.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T164900Z-b1f05f45,30,0.0,0.0,0.0,results/runs/mistral7b_aime_stored_cross_domain_incorrect_thinking_off_k2__b1f05f4536d9c4e3/run-20260318T164900Z-b1f05f45.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T164927Z-52ff4306,30,0.0,0.0,0.0,results/runs/mistral7b_aime_stored_cross_domain_incorrect_thinking_off_k4__52ff43065f6ac1c9/run-20260318T164927Z-52ff4306.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T165003Z-00440ace,30,0.0,0.0,0.0,results/runs/mistral7b_aime_stored_cross_domain_incorrect_thinking_off_k8__00440ace8e11c13f/run-20260318T165003Z-00440ace.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T164742Z-0d9e5f6f,30,0.03333333333333333,0.0,0.03333333333333333,results/runs/mistral7b_aime_stored_cross_domain_incorrect_thinking_off_k16__0d9e5f6f9dec645a/run-20260318T164742Z-0d9e5f6f.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T180611Z-8ca50f1b,14042,0.48753738783649053,0.00064093433983763,0.26983335707164224,results/runs/mistral7b_mmlu_stored_cross_domain_correct_thinking_off_k2__8ca50f1b3818c0c4/run-20260318T180611Z-8ca50f1b.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T182013Z-fe205058,14042,0.49736504771400086,0.0008545791197835066,0.2796610169491526,results/runs/mistral7b_mmlu_stored_cross_domain_correct_thinking_off_k4__fe205058e16c9898/run-20260318T182013Z-fe205058.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T185212Z-cfa2ea0f,14042,0.5023500925794047,0.0007121492664862555,0.2846460618145563,results/runs/mistral7b_mmlu_stored_cross_domain_correct_thinking_off_k8__cfa2ea0f67c42ad6/run-20260318T185212Z-cfa2ea0f.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T200408Z-ec68429c,14042,0.5010682238997294,0.0009970089730807576,0.28336419313488104,results/runs/mistral7b_mmlu_stored_cross_domain_correct_thinking_off_k16__ec68429cd6e2012e/run-20260318T200408Z-ec68429c.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T181142Z-f32b7ca5,14042,0.49309215211508334,0.0002848597065945022,0.27538812135023505,results/runs/mistral7b_mmlu_stored_cross_domain_incorrect_thinking_off_k2__f32b7ca5fe62b8bd/run-20260318T181142Z-f32b7ca5.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T181845Z-99265c81,14042,0.49935906566016236,0.0010682238997293833,0.28165503489531407,results/runs/mistral7b_mmlu_stored_cross_domain_incorrect_thinking_off_k4__99265c818a74ce37/run-20260318T181845Z-99265c81.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T191557Z-15e5e3e7,14042,0.5012818686796753,0.0007121492664862555,0.28357783791482694,results/runs/mistral7b_mmlu_stored_cross_domain_incorrect_thinking_off_k8__15e5e3e71de403c8/run-20260318T191557Z-15e5e3e7.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T192312Z-dcfb492c,14042,0.4983620566870816,0.0009970089730807576,0.2806580259222333,results/runs/mistral7b_mmlu_stored_cross_domain_incorrect_thinking_off_k16__dcfb492c78745390/run-20260318T192312Z-dcfb492c.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,oracle_history,same_domain,oracle,,2,complete,,run-20260311T095147Z-9780aeaf,448,0.27232142857142855,0.008928571428571428,0.04687499999999997,results/runs/qwen3_1p7b_gpqa_main_table_full_thinking_off__9780aeafbef16258/run-20260311T095147Z-9780aeaf.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,oracle_history,same_domain,oracle,,4,complete,,run-20260315T125244Z-d149abaa,448,0.2611607142857143,0.0,0.035714285714285726,results/runs/qwen3_1p7b_gpqa_protocol_kfull_gpqa_off_canonical_k4__d149abaa4ad9ea08/run-20260315T125244Z-d149abaa.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,oracle_history,same_domain,oracle,,8,complete,,run-20260315T125503Z-a0258c99,448,0.2857142857142857,0.006696428571428571,0.06026785714285712,results/runs/qwen3_1p7b_gpqa_protocol_kfull_gpqa_off_canonical_k8__a0258c99f93bd97e/run-20260315T125503Z-a0258c99.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,wrong_history,same_domain,wrong,,2,complete,,run-20260315T131713Z-ce4d46a6,448,0.27455357142857145,0.013392857142857142,0.04910714285714288,results/runs/qwen3_1p7b_gpqa_wrong_history_same_domain_full_k2__ce4d46a6001e389e/run-20260315T131713Z-ce4d46a6.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,wrong_history,same_domain,wrong,,4,complete,,run-20260315T131917Z-53033c67,448,0.2767857142857143,0.002232142857142857,0.051339285714285726,results/runs/qwen3_1p7b_gpqa_wrong_history_same_domain_full_k4__53033c67c749e125/run-20260315T131917Z-53033c67.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,wrong_history,same_domain,wrong,,8,complete,,run-20260315T132125Z-60dfa609,448,0.2924107142857143,0.0,0.06696428571428573,results/runs/qwen3_1p7b_gpqa_wrong_history_same_domain_full_k8__60dfa609b83b7e37/run-20260315T132125Z-60dfa609.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,stored_history,same_domain,stored_correct,correct,2,complete,,run-20260317T042812Z-7844a934,448,0.28125,0.008928571428571428,0.055803571428571425,results/runs/qwen3_1p7b_gpqa_multiturn_stored_correct_same_k2__7844a934ed3fde8b/run-20260317T042812Z-7844a934.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,stored_history,same_domain,stored_correct,correct,4,complete,,run-20260317T042955Z-268ce488,448,0.26339285714285715,0.0,0.037946428571428575,results/runs/qwen3_1p7b_gpqa_multiturn_stored_correct_same_k4__268ce4882bae3c76/run-20260317T042955Z-268ce488.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,stored_history,same_domain,stored_correct,correct,8,complete,,run-20260317T043154Z-a6292679,448,0.265625,0.0,0.040178571428571425,results/runs/qwen3_1p7b_gpqa_multiturn_stored_correct_same_k8__a62926795b0c96fe/run-20260317T043154Z-a6292679.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,stored_history,same_domain,stored_incorrect,incorrect,2,complete,,run-20260317T042856Z-40ad85c5,448,0.2767857142857143,0.008928571428571428,0.051339285714285726,results/runs/qwen3_1p7b_gpqa_multiturn_stored_incorrect_same_k2__40ad85c56c7edfdf/run-20260317T042856Z-40ad85c5.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,stored_history,same_domain,stored_incorrect,incorrect,4,complete,,run-20260317T043115Z-5caa7c33,448,0.29464285714285715,0.002232142857142857,0.06919642857142858,results/runs/qwen3_1p7b_gpqa_multiturn_stored_incorrect_same_k4__5caa7c338f7c1162/run-20260317T043115Z-5caa7c33.json,
supporting,supporting_qwen3_gpqa_provenance,qwen3,Qwen/Qwen3-1.7B,gpqa,off,multi_turn,stored_history,same_domain,stored_incorrect,incorrect,8,complete,,run-20260317T043336Z-2248bca8,448,0.24553571428571427,0.002232142857142857,0.0200892857142857,results/runs/qwen3_1p7b_gpqa_multiturn_stored_incorrect_same_k8__2248bca809772bec/run-20260317T043336Z-2248bca8.json,
appendix,appendix_qwen3_gsm8k_self_vs_wrong,qwen3,Qwen/Qwen3-1.7B,gsm8k,on,single_turn_flattened,self_history,cross_domain,self,,0,complete,True,run-20260315T165946Z-4c205a03,1319,0.6353297952994693,0.0576194086429113,-0.04473085670962851,results/runs/qwen3_1p7b_gsm8k_protocol_kfull_gsm8k_on_canonical_k0__4c205a0348faf24c/run-20260315T165946Z-4c205a03.json,
appendix,appendix_qwen3_gsm8k_self_vs_wrong,qwen3,Qwen/Qwen3-1.7B,gsm8k,on,single_turn_flattened,self_history,cross_domain,self,,2,complete,True,run-20260311T193631Z-270aebac,1319,0.3889310083396513,0.1379833206974981,-0.29112964366944655,results/runs/qwen3_1p7b_gsm8k_main_table_full_thinking_on__270aebaceba434aa/run-20260311T193631Z-270aebac.json,
appendix,appendix_qwen3_gsm8k_self_vs_wrong,qwen3,Qwen/Qwen3-1.7B,gsm8k,on,single_turn_flattened,self_history,cross_domain,self,,4,complete,True,run-20260323T143713Z-85b1af5d,1319,0.3639120545868082,0.07733131159969674,-0.3161485974222896,results/runs/qwen3_1p7b_gsm8k_protocol_kfull_gsm8k_on_canonical_k4__85b1af5d5879f945/run-20260323T143713Z-85b1af5d.json,
appendix,appendix_qwen3_gsm8k_self_vs_wrong,qwen3,Qwen/Qwen3-1.7B,gsm8k,on,single_turn_flattened,wrong_history,cross_domain,wrong,,2,complete,True,run-20260315T183659Z-249600c4,1319,0.3813495072024261,0.1106899166034875,-0.2987111448066717,results/runs/qwen3_1p7b_gsm8k_gsm8k_wrong_history_cross_domain_full_k2__249600c495a1b11a/run-20260315T183659Z-249600c4.json,
appendix,appendix_qwen3_gsm8k_self_vs_wrong,qwen3,Qwen/Qwen3-1.7B,gsm8k,on,single_turn_flattened,wrong_history,cross_domain,wrong,,4,complete,True,run-20260315T231541Z-3515c4d1,1319,0.36770280515542075,0.04169825625473844,-0.31235784685367707,results/runs/qwen3_1p7b_gsm8k_gsm8k_wrong_history_cross_domain_full_k4__3515c4d1912c731d/run-20260315T231541Z-3515c4d1.json,
appendix,appendix_qwen3_gsm8k_self_vs_wrong,qwen3,Qwen/Qwen3-1.7B,gsm8k,on,single_turn_flattened,wrong_history,cross_domain,wrong,,8,complete,True,run-20260323T120127Z-b3c43227,1319,0.33965125094768767,0.02577710386656558,-0.34040940106141016,results/runs/qwen3_1p7b_gsm8k_gsm8k_wrong_history_cross_domain_full_k8__b3c43227c9ecac7d/run-20260323T120127Z-b3c43227.json,
appendix,appendix_qwen3_gsm8k_self_vs_wrong,qwen3,Qwen/Qwen3-1.7B,gsm8k,on,single_turn_flattened,self_history,cross_domain,self,,8,complete,False,run-20260324T044142Z-1e65b909,1319,0.310841546626232,0.04169825625473844,-0.36921910538286584,results/runs/qwen3_1p7b_gsm8k_protocol_kfull_gsm8k_on_canonical_k8__1e65b90962d2760e/run-20260324T044142Z-1e65b909.json,
queue_backfill,multimodel_single_turn_pools_backfill,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,single_turn,oracle_history,same_domain,baseline,,0,complete,,run-20260324T050441Z-a02c523e,30,0.06666666666666667,0.3333333333333333,,results/runs/llama32_3b_aime_single_turn_pool_thinking_off__a02c523e388c8396/run-20260324T050441Z-a02c523e.json,completed after 2026-03-24 queue launch
queue_backfill,multimodel_single_turn_pools_backfill,mistral,mistralai/Mistral-7B-Instruct-v0.1,aime,off,single_turn,oracle_history,same_domain,baseline,,0,complete,,run-20260324T051159Z-3a804857,30,0.0,0.8,,results/runs/mistral7b_aime_single_turn_pool_thinking_off__3a804857639330e7/run-20260324T051159Z-3a804857.json,completed after 2026-03-24 queue launch
queue_backfill,multimodel_single_turn_pools_backfill,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,single_turn,oracle_history,same_domain,baseline,,0,complete,,run-20260324T051316Z-a0f54d2b,448,0.23660714285714285,0.12053571428571429,,results/runs/llama32_3b_gpqa_single_turn_pool_thinking_off__a0f54d2b55b82c50/run-20260324T051316Z-a0f54d2b.json,completed after 2026-03-24 queue launch
queue_backfill,multimodel_single_turn_pools_backfill,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,single_turn,oracle_history,same_domain,baseline,,0,complete,,run-20260324T051809Z-47f05ae6,448,0.11830357142857142,0.640625,,results/runs/mistral7b_gpqa_single_turn_pool_thinking_off__47f05ae651a5225a/run-20260324T051809Z-47f05ae6.json,completed after 2026-03-24 queue launch
queue_backfill,multimodel_single_turn_pools_backfill,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,single_turn,oracle_history,same_domain,baseline,,0,complete,,run-20260324T051905Z-681c31be,30,0.0,0.23333333333333334,,results/runs/qwen25_1p5b_aime_single_turn_pool_thinking_off__681c31be5f27d014/run-20260324T051905Z-681c31be.json,completed after 2026-03-24 queue launch
